"Company.Name","Subindustry","Address","Phone","Postcode","Latitude","Longitude","Community.Board","Community.Council","Census.Tract","BIN","BBL","NTA","Rating","Review","Price","Yelp.Category","Hotel.Rating(~100)","Hotel.Price(~100)","Hotel.Review(~100)","Hotel.Count(~100)","Hotel.Rating(~200)","Hotel.Price(~200)","Hotel.Review(~200)","Hotel.Count(~200)","Hotel.Rating(200~400)","Hotel.Price(200~400)","Hotel.Review(200~400)","Hotel.Count(200~400)","Hotel.Rating(400~600)","Hotel.Price(400~600)","Hotel.Review(400~600)","Hotel.Count(400~600)","Hotel.Rating(600~800)","Hotel.Price(600~800)","Hotel.Review(600~800)","Hotel.Count(600~800)","Hotel.Rating(800~)","Hotel.Price(800~)","Hotel.Review(800~)","Hotel.Count(800~)"
"The Alicart Restaurant Group","Catering","1501 Broadway","2126759790",10036,40.757103,-73.986193,5,3,119,1024706,1010150029,"Midtown-Midtown South                                                      ",3.5,1311,2,"bbq",NA,NA,NA,0,3.41666666666667,2.5,288.5,6,11.0833333333333,8,552.833333333333,22,4.16666666666667,2.66666666666667,178.833333333333,7,2.91666666666667,2.66666666666667,290.166666666667,6,0,0,0,0
"Da Marino","Italian","220 W 49th St","2125416601",10019,40.760987,-73.984987,5,3,125,1024781,1010200049,"Midtown-Midtown South                                                      ",4,292,3,"italian",2.9,2.2,150.6,5,3.22222222222222,2.33333333333333,211.888888888889,9,6.24444444444444,5,400.777777777778,18,4.42222222222222,2.88888888888889,260,13,0.5,0.333333333333333,0.888888888888889,1,0,0,0,0
"Danny's Deli","Italian","224 W 47th St","2129211200",10036,40.759697,-73.985818,5,3,125,1024743,1010180044,"Midtown-Midtown South                                                      ",2.5,31,1,"delis",2.8,2.25,279,4,3.09230769230769,2.38461538461538,238.615384615385,13,5.29230769230769,3.61538461538462,268.846153846154,22,1.57692307692308,1.30769230769231,97.3076923076923,6,0,0,0,0,0,0,0,0
"Lp Food & Beverage Inc/Oceo","Catering","224 W 49th St","2122626236",10019,40.761014,-73.985052,5,3,125,1024782,1010200051,"Midtown-Midtown South                                                      ",2,1,1,NA,2.9,2.2,150.6,5,3.22222222222222,2.33333333333333,211.888888888889,9,6.24444444444444,5,400.777777777778,18,4.42222222222222,2.88888888888889,260,13,0.5,0.333333333333333,0.888888888888889,1,0,0,0,0
"Oceo","Afghan","224 West 49th Street","2122626236",10019,40.761014,-73.985052,5,3,125,1024782,1010200051,"Midtown-Midtown South                                                      ",2,1,1,NA,2.9,2.2,150.6,5,3.22222222222222,2.33333333333333,211.888888888889,9,6.24444444444444,5,400.777777777778,18,4.42222222222222,2.88888888888889,260,13,0.5,0.333333333333333,0.888888888888889,1,0,0,0,0
"Serafina @ Time Hotel","Italian","224 W 49th St","212",10019,40.761014,-73.985052,5,3,125,1024782,1010200051,"Midtown-Midtown South                                                      ",3,167,3,"italian",2.9,2.2,150.6,5,3.22222222222222,2.33333333333333,211.888888888889,9,6.24444444444444,5,400.777777777778,18,4.42222222222222,2.88888888888889,260,13,0.5,0.333333333333333,0.888888888888889,1,0,0,0,0
"Gallagher's Steak House","Steakhouse","228 W. 52nd Street","2122455336",10019,40.762911,-73.98372,5,3,131,1024819,1010230048,"Midtown-Midtown South                                                      ",4,723,3,"steak",3,3,198.5,2,2.83333333333333,2.5,297.333333333333,6,5,3.66666666666667,256.333333333333,9,6.36666666666667,4.83333333333333,365.333333333333,12,6.05,3.83333333333333,349.666666666667,12,1.33333333333333,1,41.6666666666667,2
"Carmine's","Italian","200 W 44th St","2122213800",10036,40.757405,-73.98619,5,3,119,1024706,1010150029,"Midtown-Midtown South                                                      ",4,2797,2,"italian",NA,NA,NA,0,3.11666666666667,2.33333333333333,330.166666666667,6,11.8833333333333,8.66666666666667,556.666666666667,23,4,2.5,211.333333333333,7,2.58333333333333,2.33333333333333,212.166666666667,5,0,0,0,0
"Carvel","Dessert","1501 Broadway","2123916675",10036,40.757103,-73.986193,5,3,119,1024706,1010150029,"Midtown-Midtown South                                                      ",3.5,4,4,"delis",NA,NA,NA,0,3.41666666666667,2.5,288.5,6,11.0833333333333,8,552.833333333333,22,4.16666666666667,2.66666666666667,178.833333333333,7,2.91666666666667,2.66666666666667,290.166666666667,6,0,0,0,0
"Coldstone Creamery","Dessert","1501 Broadway, Suite 1604","2123981882",10036,40.757103,-73.986193,5,3,119,1024706,1010150029,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,NA,NA,NA,0,3.41666666666667,2.5,288.5,6,11.0833333333333,8,552.833333333333,22,4.16666666666667,2.66666666666667,178.833333333333,7,2.91666666666667,2.66666666666667,290.166666666667,6,0,0,0,0
"Havana Central","Cuban","151 West 46th Street","2123987440",10036,40.757998,-73.983667,5,4,125,1022663,1009990009,"Midtown-Midtown South                                                      ",3.5,1538,2,"cuban",3.25,2.25,88.25,8,3.375,2.5,182.1875,16,1.7,1.1875,115.625,9,3.01875,2.25,193.5625,16,0,0,0,0,0,0,0,0
"Domino's Pizza","Pizza","230 W 41st St","2129440400",10036,40.755802,-73.988482,5,3,113,1080830,1010120015,"Midtown-Midtown South                                                      ",2.5,54,1,"pizza",4.5,3,8,1,3.375,2.5,199.25,4,5.325,3.5,482.25,7,14.3,10.25,594.5,18,4,2.75,230,5,5.375,4.75,459.5,7
"Hurley's Steak and Seafood","Steakhouse","232 W 48th St","2127658981",10036,40.760441,-73.985622,5,3,125,1024770,1010190054,"Midtown-Midtown South                                                      ",3.5,167,2,"pubs",3,2.2,193.2,5,3.01538461538462,2.30769230769231,190.153846153846,13,4.21538461538462,3.15384615384615,320.538461538462,18,2.73076923076923,1.84615384615385,94.0769230769231,10,0,0,0,0,0,0,0,0
"Pinnacle Bar","American","234 W 42nd St
25th Floor","2126422607",10036,40.756747,-73.988659,5,3,113,1024665,1010130012,"Midtown-Midtown South                                                      ",2.5,6,2,"lounges",3,2.33333333333333,263,3,3.375,2.5,199.25,4,5.875,4,550.25,8,17.125,12,726.5,21,3.125,2.25,211.75,4,2.875,3,277.75,4
"Applebee's Neighborhood Grill and Bar","American","234 W 42nd St","9147772331Ext.116",10036,40.756747,-73.988659,5,3,113,1024665,1010130012,"Midtown-Midtown South                                                      ",2,387,2,"tradamerican",3,2.33333333333333,263,3,3.375,2.5,199.25,4,5.875,4,550.25,8,17.125,12,726.5,21,3.125,2.25,211.75,4,2.875,3,277.75,4
"Chock full o' Nuts Cafe","Deli","234 W 42nd St","2127645969",10036,40.756747,-73.988659,5,3,113,1024665,1010130012,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,3,2.33333333333333,263,3,3.375,2.5,199.25,4,5.875,4,550.25,8,17.125,12,726.5,21,3.125,2.25,211.75,4,2.875,3,277.75,4
"Juniors Restaurant","American","1515 Broadway","2123022000",10036,40.757636,-73.985804,5,3,119,1024714,1010160036,"Midtown-Midtown South                                                      ",4,3343,2,"tradamerican",3.5,3,750,1,3.27,2.5,253.6,10,6.78,4.7,331.2,22,1.35,0.9,74.1,4,1.55,1.4,127.3,5,0,0,0,0
"Dippin' Dots","Dessert","234 W 42nd St",NA,10036,40.756747,-73.988659,5,3,113,1024665,1010130012,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,3,2.33333333333333,263,3,3.375,2.5,199.25,4,5.875,4,550.25,8,17.125,12,726.5,21,3.125,2.25,211.75,4,2.875,3,277.75,4
"Manchu WOK","Chinese","234 W 42nd St",NA,10036,40.756747,-73.988659,5,3,113,1024665,1010130012,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,3,2.33333333333333,263,3,3.375,2.5,199.25,4,5.875,4,550.25,8,17.125,12,726.5,21,3.125,2.25,211.75,4,2.875,3,277.75,4
"Ranch 1","Fast Food","234 W 42nd St",NA,10036,40.756747,-73.988659,5,3,113,1024665,1010130012,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,3,2.33333333333333,263,3,3.375,2.5,199.25,4,5.875,4,550.25,8,17.125,12,726.5,21,3.125,2.25,211.75,4,2.875,3,277.75,4
"EASY INTERNET CAFE TIME SQUARE LLC","Deli","258 W 42nd St",NA,10036,40.756895,-73.989009,5,3,113,1024669,1010130057,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,3.5,3,337.5,2,3.26,2.2,265.8,5,4.54,3.2,307.2,8,13.3,9.4,607.8,20,2.5,1.8,169.4,4,2.3,2.4,222.2,4
"Howard Johnson's Cafe'","Deli","1551-1553 Broadway",NA,10036,40.758805,-73.985312,5,3,125,1083727,1010180026,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,3.175,2.75,423,4,3.15,2.625,288.625,8,10.2875,6.875,475.5,26,2.75,2.375,218.625,7,0,0,0,0,0,0,0,0
"Bar 10","Bar / Lounge","270 W 43rd St","2122012764",10036,40.757482,-73.988309,5,3,119,1087141,1010140058,"Midtown-Midtown South                                                      ",2.5,20,3,"bars",3,2.33333333333333,263,3,2.36,1.6,264.2,5,10.74,7.8,633.2,16,8.5,5.8,307.4,13,4.3,3.8,367.6,7,0,0,0,0
"Dale & Thomas Popcorn","Other","1592 Broadway","2125811872",10036,40.759963,-73.984883,5,4,125,1024757,1010197501,"Midtown-Midtown South                                                      ",4.5,17,2,"gourmet",3.2,2.6,252,5,3.1,2.5,247.833333333333,12,6.65,4.75,381.083333333333,26,1.04166666666667,0.666666666666667,26.25,3,0,0,0,0,0,0,0,0
"Encore Restaurant @ Marriott Marquis","American","1535 Broadway
5th Floor","2127048849",10036,40.758267,-73.985468,5,3,119,1024727,1010170029,"Midtown-Midtown South                                                      ",3.5,750,3,"hotels",3.5,3,750,1,3.32307692307692,2.61538461538462,246.153846153846,13,4.98461538461538,3.23076923076923,217.230769230769,21,1.65384615384615,1.46153846153846,141.384615384615,7,0,0,0,0,0,0,0,0
"Crown Deli","Italian","1678 Broadway","2122651414",10019,40.762977,-73.983041,5,4,131,1024831,1010240131,"Midtown-Midtown South                                                      ",3.5,10,1,"pizza",2.83333333333333,3,344.666666666667,3,2.83333333333333,2.66666666666667,286.5,6,4.5,3.16666666666667,211.666666666667,8,6.03333333333333,4.83333333333333,411.5,12,6.88333333333333,4.16666666666667,359,13,1.33333333333333,1,41.6666666666667,2
"The Two Times Square Restaurant","American","714 Seventh Ave","2122615200",10036,40.759581,-73.984366,5,4,125,1024757,1010197501,"Midtown-Midtown South                                                      ",4,254,2,"lounges",3.66666666666667,3,271,3,3.05833333333333,2.5,238.583333333333,12,6.35833333333333,4.5,355,24,1.375,0.916666666666667,61.5833333333333,5,0,0,0,0,0,0,0,0
"The View Restaurant & Lounge @ Marriott Marquis","American","1535 Broadway
48th Floor","2127048849",10036,40.758267,-73.985468,5,3,119,1024727,1010170029,"Midtown-Midtown South                                                      ",3,829,4,"lounges",3.5,3,750,1,3.32307692307692,2.61538461538462,246.153846153846,13,4.98461538461538,3.23076923076923,217.230769230769,21,1.65384615384615,1.46153846153846,141.384615384615,7,0,0,0,0,0,0,0,0
"Applebee's","American","205 W 50th St","2122624022",10019,40.761382,-73.983926,5,4,131,1024810,1010220026,"Midtown-Midtown South                                                      ",2,192,2,"tradamerican",2.5,2,120,1,2.94444444444444,2.44444444444444,190.555555555556,9,4.74444444444444,3.88888888888889,378.555555555556,14,5.31111111111111,3.33333333333333,269.444444444444,15,1.38888888888889,0.888888888888889,35,3,0,0,0,0
"Social Bar NYC & Latitude Bar Grill","American","795 Eighth Avenue","2124590643",10019,40.761212,-73.9869,4,3,127,1025142,1010390030,"Clinton                                                                    ",3.5,274,2,"newamerican",4,2,255,1,2.875,2,139.25,8,5.4375,4.125,477.5,14,6.75,5.125,356.875,17,1.125,0.625,9.125,2,0,0,0,0
"The Long Room","Bar / Lounge","120 West 44th St.","2129973933",10036,40.756461,-73.983952,5,4,119,1022616,1009960043,"Midtown-Midtown South                                                      ",3.5,260,2,"irish",3.5,2.25,127.375,8,3.54545454545455,2.27272727272727,123.181818181818,11,3.47272727272727,2.81818181818182,275.181818181818,12,2.70909090909091,1.90909090909091,153,11,2.04545454545455,1.63636363636364,163.363636363636,7,0,0,0,0
"Scott Alling-Convivial Catering","Catering","130 W 42nd St",NA,10036,40.755278,-73.985172,5,4,113,1022577,1009940045,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,4.5,2,65,1,3.75,2.5,161.75,4,10.25,7,563.75,12,8.5,7,604.75,13,6,3.75,317,7,3.875,3.5,318.25,5
"Gingers Restaurant","American","1568 Broadway","2124036371",10036,40.759055,-73.98471,5,4,125,1000000,1009990061,"Midtown-Midtown South                                                      ",3,16,2,"newamerican",3.66666666666667,3,271,3,3.16923076923077,2.53846153846154,225.153846153846,13,4.6,3.07692307692308,258.153846153846,20,2.19230769230769,1.69230769230769,121.461538461538,8,0,0,0,0,0,0,0,0
"Scott Alliang-Demonstration Room","Catering","130 W 42nd St",NA,10036,40.755278,-73.985172,5,4,113,1022577,1009940045,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,4.5,2,65,1,3.75,2.5,161.75,4,10.25,7,563.75,12,8.5,7,604.75,13,6,3.75,317,7,3.875,3.5,318.25,5
"Blockheads","Mexican","825 Eighth Ave",NA,10019,40.762074,-73.986275,4,3,127,1076203,1010400029,"Clinton                                                                    ",4,1547,3,"mexican",NA,NA,NA,0,3.25,2,149.5,6,7.2,6,565.333333333333,14,6.8,4.83333333333333,435.333333333333,14,4.33333333333333,3,160.166666666667,7,0,0,0,0
"David's Potbelly Stove Cafe","Deli","1501 Broadway","2126269000",10036,40.757103,-73.986193,5,3,119,1024706,1010150029,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,NA,NA,NA,0,3.41666666666667,2.5,288.5,6,11.0833333333333,8,552.833333333333,22,4.16666666666667,2.66666666666667,178.833333333333,7,2.91666666666667,2.66666666666667,290.166666666667,6,0,0,0,0
"Time Square Deli","Deli","1501 Broadway","2128407983",10036,40.757103,-73.986193,5,3,119,1024706,1010150029,"Midtown-Midtown South                                                      ",4.5,3,1,"pizza",NA,NA,NA,0,3.41666666666667,2.5,288.5,6,11.0833333333333,8,552.833333333333,22,4.16666666666667,2.66666666666667,178.833333333333,7,2.91666666666667,2.66666666666667,290.166666666667,6,0,0,0,0
"Baja Fresh Mexican Grill","Mexican","1441 Broadway","2127649084",10018,40.754707,-73.986753,5,3,113,1022569,1009930055,"Midtown-Midtown South                                                      ",3.5,72,2,"mexican",NA,NA,NA,0,4.5,3,8,1,37,25,1808,11,38.5,29,3098,13,28,19,1110,9,21.5,19,1838,7
"Bobby Van's Steakhouse","American","120 West 45th Street",NA,10036,40.757117,-73.983544,5,4,119,1069581,1009970041,"Midtown-Midtown South                                                      ",3,170,3,"steak",3.45,2.3,129,10,3.38461538461538,2.30769230769231,109,13,1.9,1.53846153846154,196.538461538462,8,3.33076923076923,2.46153846153846,202.923076923077,15,1.34615384615385,1,96.3076923076923,5,0,0,0,0
"F & H Liquor Center Inc","Consumables","810 7th Ave","2122474991",10019,40.762639,-73.982146,5,4,131,1024828,1010240038,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,2.33333333333333,2.66666666666667,447,3,2.91666666666667,2.83333333333333,279.333333333333,6,3.75,2.66666666666667,176.333333333333,7,6.7,5.16666666666667,454,13,6.88333333333333,4.16666666666667,359,13,1.33333333333333,1,41.6666666666667,2
"Martini's Restaurant","Italian","810 7th Ave","2127671146",10019,40.762639,-73.982146,5,4,131,1024828,1010240038,"Midtown-Midtown South                                                      ",4,723,3,"steak",2.33333333333333,2.66666666666667,447,3,2.91666666666667,2.83333333333333,279.333333333333,6,3.75,2.66666666666667,176.333333333333,7,6.7,5.16666666666667,454,13,6.88333333333333,4.16666666666667,359,13,1.33333333333333,1,41.6666666666667,2
"Montenapo Restaurant","Italian","250 West 41st Street","2127647663",10036,40.755973,-73.988886,5,3,113,1087186,1010127501,"Midtown-Midtown South                                                      ",4,20,3,"italian",4,3,125,2,3.375,2.5,199.25,4,3.45,2.25,423.5,5,17.175,12,717,21,3,2.25,166.25,4,5.375,4.75,459.5,7
"Starbucks","Coffee","1656 Broadway","2127048937",10019,40.762257,-73.983492,5,4,131,1024818,1010230029,"Midtown-Midtown South                                                      ",2.5,32,1,"coffee",2.66666666666667,2.66666666666667,288.333333333333,3,3.05555555555556,2.44444444444444,239.222222222222,9,3.27777777777778,2.66666666666667,210.222222222222,9,4.88888888888889,3.22222222222222,263.666666666667,14,2.66666666666667,1.88888888888889,159.555555555556,8,0.5,0.333333333333333,0.888888888888889,1
"Aureole","American","1 Bryant Park","2123191660",10036,40.755182,-73.98388,5,4,119,1087268,1009950033,"Midtown-Midtown South                                                      ",4,768,4,"newamerican",NA,NA,NA,0,3.75,2.5,161.75,4,9.25,6.5,382,11,7.75,6,753,10,8.5,6,369.75,12,3.125,2.75,299,4
"Dunhill Cafe","American","109 W 45th St","2129448484",10036,40.757026,-73.983291,5,4,119,1022641,1009980026,"Midtown-Midtown South                                                      ",3.5,43,1,"tradamerican",3.5,2.22222222222222,104.777777777778,9,3.38461538461538,2.30769230769231,109,13,1.66923076923077,1.30769230769231,175.538461538462,7,3.56153846153846,2.69230769230769,223.923076923077,16,1.34615384615385,1,96.3076923076923,5,0,0,0,0
"Bubba Gump Shrimp Co.","Seafood","209 Avenida Fabricante
Suite 200","2123917100",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,798,2,"seafood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cranberry Gourmet","Deli","115 W 45th St","2127309495",10036,40.757078,-73.983411,5,4,119,1022640,1009980024,"Midtown-Midtown South                                                      ",3.5,153,1,"delis",3.45,2.3,129,10,3.38461538461538,2.30769230769231,109,13,1.9,1.53846153846154,196.538461538462,8,3.33076923076923,2.46153846153846,202.923076923077,15,1.34615384615385,1,96.3076923076923,5,0,0,0,0
"Haggis Inc","Scottish","120 W 44th St","2128408413",10036,40.756461,-73.983952,5,4,119,1022616,1009960043,"Midtown-Midtown South                                                      ",3.5,397,2,"pubs",3.5,2.25,127.375,8,3.54545454545455,2.27272727272727,123.181818181818,11,3.47272727272727,2.81818181818182,275.181818181818,12,2.70909090909091,1.90909090909091,153,11,2.04545454545455,1.63636363636364,163.363636363636,7,0,0,0,0
"Saju French Bistro @ Hotel Mela","French","120 W 44th St","212977saju",10036,40.756461,-73.983952,5,4,119,1022616,1009960043,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,3.5,2.25,127.375,8,3.54545454545455,2.27272727272727,123.181818181818,11,3.47272727272727,2.81818181818182,275.181818181818,12,2.70909090909091,1.90909090909091,153,11,2.04545454545455,1.63636363636364,163.363636363636,7,0,0,0,0
"N Valenti Restaurant Associates","Catering","120 W 45th St","2127898145",10036,40.757117,-73.983544,5,4,119,1069581,1009970041,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,3.45,2.3,129,10,3.38461538461538,2.30769230769231,109,13,1.9,1.53846153846154,196.538461538462,8,3.33076923076923,2.46153846153846,202.923076923077,15,1.34615384615385,1,96.3076923076923,5,0,0,0,0
"Patina Restaurant Group","Catering","120 W 45th St","2127898100",10036,40.757117,-73.983544,5,4,119,1069581,1009970041,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,3.45,2.3,129,10,3.38461538461538,2.30769230769231,109,13,1.9,1.53846153846154,196.538461538462,8,3.33076923076923,2.46153846153846,202.923076923077,15,1.34615384615385,1,96.3076923076923,5,0,0,0,0
"Connolly's Pub And Restaurant","Bar / Lounge","121 W 45th St","2125975126",10036,40.75713,-73.983533,5,4,119,1022638,1009980021,"Midtown-Midtown South                                                      ",3.5,307,2,"burgers",3.45,2.3,129,10,3.38461538461538,2.30769230769231,109,13,1.9,1.53846153846154,196.538461538462,8,3.33076923076923,2.46153846153846,202.923076923077,15,1.34615384615385,1,96.3076923076923,5,0,0,0,0
"Cafe Un Deux Trois","French","123 W 44th St","2123544148",10036,40.756491,-73.983977,5,4,119,1022629,1009970019,"Midtown-Midtown South                                                      ",3.5,482,2,"french",3.5,2.25,127.375,8,3.54545454545455,2.27272727272727,123.181818181818,11,3.47272727272727,2.81818181818182,275.181818181818,12,2.70909090909091,1.90909090909091,153,11,2.04545454545455,1.63636363636364,163.363636363636,7,0,0,0,0
"The Perfect Pint","Bar / Lounge","123 W 45th St","2123541099",10036,40.757147,-73.983573,5,4,119,1022657,1009980120,"Midtown-Midtown South                                                      ",3.5,323,2,"tradamerican",3.45,2.3,129,10,3.38461538461538,2.30769230769231,109,13,1.9,1.53846153846154,196.538461538462,8,3.71538461538462,2.61538461538462,207.230769230769,16,0.961538461538462,0.846153846153846,92,4,0,0,0,0
"Duvel Bar Rest","Belgian","125 W 43rd St","2127680200",10036,40.75586,-73.984418,5,4,119,1022614,1009960020,"Midtown-Midtown South                                                      ",3.5,466,2,"pubs",3.75,2.5,161.75,4,3.5,2.25,127.375,8,5.275,4.125,360.875,13,3.2875,2.375,210.875,10,3.625,2.875,263.375,9,0.5,0.25,20.25,1
"Trattoria Dopo Teatro","Italian","125 W 44th St","2128692849",10036,40.756505,-73.984017,5,4,119,1022629,1009970019,"Midtown-Midtown South                                                      ",3,116,2,"italian",3.5,2.25,127.375,8,3.54545454545455,2.27272727272727,123.181818181818,11,3.47272727272727,2.81818181818182,275.181818181818,12,2.70909090909091,1.90909090909091,153,11,2.04545454545455,1.63636363636364,163.363636363636,7,0,0,0,0
"H&B Heartland Burgers","American","127 W 43rd St","6463660235",10036,40.755873,-73.984454,5,4,119,1022613,1009960014,"Midtown-Midtown South                                                      ",3.5,532,2,"tradamerican",3.75,2.5,161.75,4,3.5,2.25,127.375,8,5.275,4.125,360.875,13,3.2875,2.375,210.875,10,3.625,2.875,263.375,9,0.5,0.25,20.25,1
"Heartland Brewery","American","127 W 43rd St","2123660235",10036,40.755873,-73.984454,5,4,119,1022613,1009960014,"Midtown-Midtown South                                                      ",3.5,532,2,"tradamerican",3.75,2.5,161.75,4,3.5,2.25,127.375,8,5.275,4.125,360.875,13,3.2875,2.375,210.875,10,3.625,2.875,263.375,9,0.5,0.25,20.25,1
"Cafe O","American","130 W 42nd St","2128524900",10036,40.755278,-73.985172,5,4,113,1022577,1009940045,"Midtown-Midtown South                                                      ",3,37,1,"delis",4.5,2,65,1,3.75,2.5,161.75,4,10.25,7,563.75,12,8.5,7,604.75,13,6,3.75,317,7,3.875,3.5,318.25,5
"NIOS Restaurant @ Muse Hotel","American","130 W 46th St","2124852400",10036,40.757814,-73.98328,5,4,119,1022645,1009980047,"Midtown-Midtown South                                                      ",4,208,3,"hotels",3.22222222222222,2.22222222222222,85.5555555555556,9,3.32142857142857,2.42857142857143,167.785714285714,14,1.97857142857143,1.42857142857143,135.5,9,3.66428571428571,2.78571428571429,246.714285714286,17,0.285714285714286,0.142857142857143,11.5714285714286,1,0,0,0,0
"O'Brien's Bar and Grill","Bar / Lounge","134 W 46th St","2123911516",10036,40.757847,-73.98336,5,4,119,1022646,1009980050,"Midtown-Midtown South                                                      ",3.5,131,2,"pubs",3.22222222222222,2.22222222222222,85.5555555555556,9,3.32142857142857,2.42857142857143,167.785714285714,14,1.97857142857143,1.42857142857143,135.5,9,3.66428571428571,2.78571428571429,246.714285714286,17,0.285714285714286,0.142857142857143,11.5714285714286,1,0,0,0,0
"Pronto Pizza-Lemlen Pizza","Pizza","135 W 41st St","2122218886",10036,40.754691,-73.985797,5,4,113,1022577,1009940045,"Midtown-Midtown South                                                      ",3.5,90,1,"pizza",NA,NA,NA,0,4.5,2,65,1,40.5,29,2501,12,35,26,2348,12,28,19,1110,9,21.5,19,1838,7
"Bobby Vans","Steakhouse","135 W 50th St","2129575050",10020,40.760374,-73.981533,5,4,131,1022708,1010030005,"Midtown-Midtown South                                                      ",3.5,265,3,"steak",NA,NA,NA,0,3.5,3,87,2,32.5,25.5,2053.5,21,18.1,12.5,1098,11,10.65,6.5,692.5,7,0,0,0,0
"Bocca To Go Cucian Italiana","Italian","135 W 50th St","2125823000",10020,40.760374,-73.981533,5,4,131,1022708,1010030005,"Midtown-Midtown South                                                      ",3.5,124,2,"sushi",NA,NA,NA,0,3.5,3,87,2,32.5,25.5,2053.5,21,18.1,12.5,1098,11,10.65,6.5,692.5,7,0,0,0,0
"Pret a Manger","Deli","135 W 50th St","2124896458",10020,40.760374,-73.981533,5,4,131,1022708,1010030005,"Midtown-Midtown South                                                      ",4,121,1,"sandwiches",NA,NA,NA,0,3.5,3,87,2,32.5,25.5,2053.5,21,18.1,12.5,1098,11,10.65,6.5,692.5,7,0,0,0,0
"Dave & Buster's","American","2481 Manana Drive","6464952015",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,707,2,"tradamerican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Qdoba Mexican Grill","Mexican","135 W 50th St","2127670040",10020,40.760374,-73.981533,5,4,131,1022708,1010030005,"Midtown-Midtown South                                                      ",3,36,2,"mexican",NA,NA,NA,0,3.5,3,87,2,32.5,25.5,2053.5,21,18.1,12.5,1098,11,10.65,6.5,692.5,7,0,0,0,0
"Moda @ Flatotel","Italian","135 W 52nd St","2128879880",10019,40.761736,-73.980883,5,4,131,1023160,1010057501,"Midtown-Midtown South                                                      ",2.5,15,3,"italian",3,3,77,1,2.875,2.75,319.75,4,6.25,5.25,314.5,8,14.175,10,823.25,18,7.075,4.25,445.5,9,2,1.5,62.5,2
"Margon Restaurant Co.","Cuban","136 W 46th St","2123545013",10036,40.757863,-73.9834,5,4,119,1022647,1009980051,"Midtown-Midtown South                                                      ",4,631,1,"cuban",3.22222222222222,2.22222222222222,85.5555555555556,9,3.32142857142857,2.42857142857143,167.785714285714,14,2.22857142857143,1.57142857142857,141.642857142857,10,3.41428571428571,2.64285714285714,240.571428571429,16,0.285714285714286,0.142857142857143,11.5714285714286,1,0,0,0,0
"Subway","Fast Food","136 W 44th St","2128400792",10036,40.756587,-73.984255,5,4,119,1022618,1009960049,"Midtown-Midtown South                                                      ",2.5,4,1,"sandwiches",3.5,2.25,127.375,8,3.54545454545455,2.27272727272727,123.181818181818,11,3.47272727272727,2.81818181818182,275.181818181818,12,3.16363636363636,2.09090909090909,158.090909090909,12,1.59090909090909,1.45454545454545,158.272727272727,6,0,0,0,0
"Minar Indian Restaurant","Indian","138 W 46th St","2123984600",10036,40.757882,-73.983439,5,4,119,1022658,1009980151,"Midtown-Midtown South                                                      ",3.5,289,1,"indpak",3.22222222222222,2.22222222222222,85.5555555555556,9,3.32142857142857,2.42857142857143,167.785714285714,14,2.22857142857143,1.57142857142857,141.642857142857,10,3.41428571428571,2.64285714285714,240.571428571429,16,0.285714285714286,0.142857142857143,11.5714285714286,1,0,0,0,0
"Jimmy's Corner","Bar / Lounge","140 W 44th St","2122219510",10036,40.75662,-73.984331,5,4,119,1022619,1009960050,"Midtown-Midtown South                                                      ",4,513,1,"sportsbars",3.5,2.25,127.375,8,3.54545454545455,2.27272727272727,123.181818181818,11,3.47272727272727,2.81818181818182,275.181818181818,12,3.16363636363636,2.09090909090909,158.090909090909,12,1.59090909090909,1.45454545454545,158.272727272727,6,0,0,0,0
"Metro Deli/ Ranch #1","Deli","141 W 41st St","2127681111",10036,40.754756,-73.985956,5,4,113,1022574,1009940016,"Midtown-Midtown South                                                      ",2,6,1,"delis",NA,NA,NA,0,4.5,2.5,36.5,2,18,13,1246.5,11,17.5,13,1174,12,14,9.5,555,9,10.75,9.5,919,7
